File,aid,Date,0,2,3,8,17,25,65,73,81,89,129,137,145,153
QC_Day_2019061_aid0001,aid0001,2019-03-02,70069,1009342,34183,16620.0,371.0,,56498,14720.0,13177,13.0,21.0,,500,
QC_Day_2019062_aid0001,aid0001,2019-03-03,114152,694769,34183,3193.0,110330.0,8.0,134653,11977.0,95762,36.0,,,16451,
QC_Day_2019063_aid0001,aid0001,2019-03-04,121702,681243,34183,10550.0,51085.0,43.0,141811,17257.0,134507,164.0,82.0,,22887,
QC_Day_2019064_aid0001,aid0001,2019-03-05,75113,896878,34183,533.0,116193.0,,33410,2210.0,51371,,,,5623,
QC_Day_2019065_aid0001,aid0001,2019-03-06,26491,974624,34183,341.0,25002.0,3.0,82999,6624.0,52525,29.0,2330.0,,10363,
QC_Day_2019066_aid0001,aid0001,2019-03-07,52687,748339,34183,12571.0,47454.0,25.0,144309,35094.0,116527,105.0,,,24220,
QC_Day_2019067_aid0001,aid0001,2019-03-08,103352,675561,34183,1169.0,74993.0,6.0,188606,8642.0,117627,75.0,9.0,,11290,1.0
QC_Day_2019068_aid0001,aid0001,2019-03-09,27373,875689,34183,5759.0,48533.0,13.0,103607,26096.0,88753,104.0,192.0,,5210,2.0
QC_Day_2019069_aid0001,aid0001,2019-03-10,93337,798170,34183,5182.0,25936.0,2.0,189721,14294.0,48106,10.0,,,6572,1.0
QC_Day_2019070_aid0001,aid0001,2019-03-11,388557,441251,34183,48126.0,11508.0,8.0,172232,43330.0,70892,142.0,49.0,111.0,5124,1.0
QC_Day_2019071_aid0001,aid0001,2019-03-12,145624,699756,34183,2839.0,55247.0,17.0,162169,10785.0,85409,92.0,9.0,,19383,1.0
QC_Day_2019072_aid0001,aid0001,2019-03-13,255828,390592,34183,19968.0,104958.0,114.0,218160,23621.0,154296,216.0,10.0,,13567,1.0
QC_Day_2019073_aid0001,aid0001,2019-03-14,257490,299671,34183,17137.0,162133.0,7.0,240997,33899.0,159199,79.0,453.0,364.0,9902,
QC_Day_2019074_aid0001,aid0001,2019-03-15,491005,153611,34183,12257.0,188414.0,49.0,226712,12393.0,91535,126.0,52.0,,5176,1.0
QC_Day_2019075_aid0001,aid0001,2019-03-16,279885,233995,34183,15599.0,259790.0,15.0,275949,32336.0,78164,85.0,119.0,,5393,1.0
QC_Day_2019076_aid0001,aid0001,2019-03-17,484741,128776,34183,9472.0,257970.0,46.0,195194,7391.0,95378,62.0,7.0,,2293,1.0
QC_Day_2019077_aid0001,aid0001,2019-03-18,473354,105054,34183,20004.0,209978.0,8.0,245914,20099.0,92539,77.0,130.0,13.0,14157,4.0
QC_Day_2019078_aid0001,aid0001,2019-03-19,172021,615107,34183,2596.0,102664.0,,182058,6142.0,82938,1.0,4.0,,17800,
QC_Day_2019079_aid0001,aid0001,2019-03-20,44456,999785,34183,1701.0,3697.0,,95475,4765.0,24173,5.0,131.0,,7143,
